Gene	SRR2072599	SRR2072600	SRR2072601	SRR2072602	SRR2072603	SRR2072604	SRR2072605	SRR2072606	SRR2072608	SRR2072609
ENSG00000203498	1.8258524	0.0	1.0011325	0.0	0.0	0.0	0.0	1.5950369	0.0	0.44049948
ENSG00000203499	9.811454	4.1971617	6.5318236	4.775827	9.33063	7.4754505	15.851125	23.822527	2.763082	4.2474995
ENSG00000203506	3.6284754	2.4425902	2.2921145	3.826899	2.248403	1.4945756	0.0	1.1520327	0.0	2.113332
ENSG00000203520	5.770876	2.529933	1.7975043	4.6282377	17.626226	4.631826	7.8259916	9.498085	4.099095	5.549773
ENSG00000203527	1.9330376	0.0	2.0524766	1.9875201	3.0178552	2.0015867	2.302861	3.0048342	0.0	3.8224416
ENSG00000203546	66.66045	33.417072	22.901363	18.94557	89.99294	53.664	11.555374	22.451736	48.98603	10.694626
ENSG00000203565	1.41768	2.0205002	1.1982915	0.0	5.909332	3.9897394	1.5434375	0.0	0.0	0.0
ENSG00000203573	1.6294105	0.99738175	3.302833	2.3550193	3.231063	0.0	2.6817155	1.9636965	1.9003592	0.0
ENSG00000203585	1.8995084	2.0310369	1.9982347	2.262445	2.419291	4.043748	1.0793116	0.0	2.150702	1.0879146
ENSG00000203588	12.214799	4.1893086	2.2702878	6.052772	8.541499	4.560418	4.9931016	5.3178625	4.153148	4.627187
ENSG00000203593	2.9050202	1.0940226	0.0	5.0933313	4.9401493	2.1767313	2.0606723	3.0739198	3.2862234	1.0310714
ENSG00000203601	12.467817	9.886508	3.0827148	0.0	13.731372	10.251765	13.021722	6.239066	11.121638	3.7721937
ENSG00000203605	13.710817	3.9064991	3.0118642	10.882521	7.885673	10.074224	7.5805974	12.518655	2.992349	7.0607557
ENSG00000203618	0.0	0.0	0.0	2.1108966	1.0003159	0.0	1.0537268	0.0	0.0	0.0
ENSG00000203620	16.602821	38.815804	11.382905	14.964365	23.571943	29.725876	24.695763	7.180355	45.26299	13.166467
ENSG00000203635	12.895675	2.4333396	5.864303	5.8788037	11.421386	5.8647223	9.599107	6.896282	3.9089322	2.3586926
ENSG00000203643	0.0	0.0	0.0	0.0	0.0	0.99085844	0.0	0.0	0.9966066	0.99357295
ENSG00000203644	137.92105	204.09198	226.60138	231.85875	251.74603	174.08221	316.92728	261.74332	133.85957	156.90388
ENSG00000203645	2.4785929	0.72653997	0.0	0.997903	1.1875612	3.0453048	0.0	2.0929377	0.36307243	0.0
ENSG00000203650	0.0	1.0064267	1.0562638	0.0	0.96620494	3.11015	0.9865066	2.0342252	0.0	0.0
ENSG00000203661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203663	71.080635	29.04192	11.6913	26.422653	92.484406	37.367622	29.513983	37.138874	21.847843	17.848425
ENSG00000203666	168.94234	79.51218	26.891178	77.068665	117.26288	117.85922	26.102621	63.966084	134.01979	21.386734
ENSG00000203667	221.5375	379.7411	431.54544	286.4934	256.7288	302.84262	388.32703	237.68669	533.4424	427.95322
ENSG00000203668	1099.4382	813.48096	863.23883	336.7803	1539.2103	758.46344	419.7532	355.4019	711.21716	703.314
ENSG00000203684	1.1431376	1.4641109	1.1700683	0.0	8.7497	1.1851529	2.3712955	1.1711433	2.3665283	0.7287971
ENSG00000203685	7.932921	29.105652	19.774101	41.90874	30.559446	27.966713	10.100309	22.123331	1.205396	1.2024758
ENSG00000203688	0.0	0.0	0.0	0.9757805	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203690	0.0	0.0	0.0	0.0	0.98490965	0.0	0.0	0.0	0.0	0.0
ENSG00000203697	8.147087	0.0	0.1597236	1.3060044	0.0	4.0304027	2.8592887	3.1102965	0.0	6.857875
ENSG00000203705	240.46265	227.52692	353.62476	148.81415	414.881	274.31506	440.68958	269.26968	151.8856	337.4078
ENSG00000203706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203709	1398.622	286.2961	229.8224	162.01039	1725.7358	755.16425	329.19037	269.43604	415.97446	188.03795
ENSG00000203710	7811.384	618.1737	910.08344	1799.3174	5994.0547	608.2983	569.2082	2075.7856	765.69305	1688.6812
ENSG00000203711	9.339406	1.7626015	0.87540257	0.0	4.3472695	1.761725	2.7372248	2.6155746	0.0	8.415223
ENSG00000203721	2.4080381	4.0344543	1.8473114	1.6657118	4.057048	2.0140214	2.1620884	3.3278918	1.0917531	1.2805936
ENSG00000203722	0.9680521	0.0	0.0	0.0	0.0	0.99207795	2.9851983	0.0	0.0	0.0
ENSG00000203724	0.6729934	4.7104974	7.0030932	2.312135	0.68874115	0.7041258	14.192644	11.68251	1.4978164	4.7824817
ENSG00000203727	5.287132	5.5201063	16.310783	5.3112707	12.31239	8.418735	11.65204	8.788708	8.408064	4.384592
ENSG00000203729	0.9624897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203730	2.3167744	1.0456352	0.0	0.0	5.5758877	0.0	1.9716307	0.0	1.0019718	0.0
ENSG00000203733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203734	30.49743	9.335418	11.301798	3.815057	22.1211	6.6972218	12.158297	9.923554	8.081182	12.543884
ENSG00000203737	10.41643	0.0	0.0	0.98268515	5.865451	0.9993989	3.9580362	1.9667178	1.014428	0.9958428
ENSG00000203739	16.821877	6.8310504	17.879871	6.6316814	26.590157	7.8334837	27.254532	15.413943	15.095019	23.752375
ENSG00000203740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203747	167.35185	102.61093	32262.03	285.48892	90.33246	61.834892	14122.867	122.6042	214.37254	41249.145
ENSG00000203756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203757	166.42096	3.7042475	0.91655576	4.476485	68.367	3.879558	1.8635336	2.1437404	2.0518105	1.897001
ENSG00000203760	14.156273	33.62476	17.44596	26.216259	8.560703	16.144268	29.365437	15.9534	28.501644	20.321907
ENSG00000203772	11.988826	24.690094	16.811096	9.324403	29.704594	22.12495	22.343327	12.45699	29.49168	27.908773
ENSG00000203778	3.2666433	6.875416	5.0883055	0.0	3.3226407	3.408229	0.9300129	0.0	3.3996716	3.4232595
ENSG00000203780	0.0	1.8919947	6.2690845	0.60944235	5.127561	1.601858	3.4588883	0.0	2.8584206	6.5982013
ENSG00000203782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99628484	0.0
ENSG00000203783	0.9419959	0.9979786	0.0	0.0	0.0	0.99121237	0.0	0.0	0.0	0.0
ENSG00000203784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203791	145.99316	222.48517	165.70013	151.11938	195.31133	221.93625	151.08359	150.67854	182.96477	103.41812
ENSG00000203795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203797	2.0277576	8.4269495	14.640763	18.921768	0.0	24.797707	40.63269	46.46765	16.115381	13.04871
ENSG00000203801	5.023181	2.3573015	0.0	2.410556	0.578635	0.0	1.1734774	7.0310583	1.7931114	2.0410378
ENSG00000203804	60.038647	38.772427	22.82423	72.74485	31.793135	15.246444	25.617476	36.81486	31.170048	30.781372
ENSG00000203805	30.793215	0.86838305	0.0	0.0	7.919616	0.0	0.0	0.0	0.0	0.0
ENSG00000203808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203809	4.192954	0.7130547	0.0	0.0	0.0	1.4239502	0.72475505	0.0	0.0	0.72576547
ENSG00000203811	4.0043	6.0903583	1.0461503	2.089668	15.157384	9.329797	3.201475	4.114481	2.9918985	0.9778665
ENSG00000203812	440.0624	293.65765	579.14246	501.46765	310.06146	206.72794	575.31006	334.69995	233.02264	366.45978
ENSG00000203814	44.68063	42.698467	47.455894	30.644012	145.80841	134.38748	160.7208	52.719997	66.72545	67.301025
ENSG00000203818	0.0	0.0	4.69981	0.0	0.0	0.0	0.0	0.0	0.0	4.2228436
ENSG00000203837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203857	0.0	2.0043592	0.0	0.0	0.0	2.0121896	0.0	3.9768088	0.45386416	0.0
ENSG00000203859	0.0	0.0	0.0	0.0	0.0	0.8255212	0.0	9.07436	0.0	0.0
ENSG00000203864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203865	18.818066	22.10147	28.661245	19.502167	13.722451	32.65208	26.916674	24.88369	18.679428	18.055826
ENSG00000203867	57.829502	5.6301084	0.23671019	2.5592904	106.22963	6.1120014	8.2075205	5.1202817	5.628111	5.7232375
ENSG00000203870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9869217
ENSG00000203872	5.9159327	9.386263	8.0916395	6.153925	6.5142784	16.840296	6.784554	7.0552363	8.602797	4.3132453
ENSG00000203875	1319.5206	3170.2197	1677.5155	1527.5209	437.3417	725.16	691.77875	570.2283	4273.1807	1725.491
ENSG00000203876	47.830933	26.956882	8.586829	26.398355	79.25857	8.247672	17.595648	29.907856	6.284618	63.44648
ENSG00000203877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203879	1623.9167	1629.3138	2006.5416	1922.537	1520.387	1509.8057	1513.2596	1877.4148	1734.991	1874.52
ENSG00000203880	493.75217	818.3562	543.04706	670.2556	737.81854	994.267	643.16895	952.7627	962.656	575.6461
ENSG00000203883	1.9744538	0.0	0.0	0.0	3.9455645	0.972273	2.0791671	1.9690778	0.0	0.9493955
ENSG00000203886	0.9498447	0.9984937	1.8711748	1.9175673	0.0	0.0	1.7342882	0.36696494	0.8334446	2.820961
ENSG00000203896	786.8266	80.77102	57.57643	42.884636	968.66016	59.05095	103.011444	28.253101	90.15297	53.56396
ENSG00000203897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203907	0.7685485	1.8981496	0.0	0.0	0.5967746	1.9259108	0.0	0.0	0.0	1.9096838
ENSG00000203908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203910	0.985627	0.9595902	0.0	1.0005463	1.0258783	2.1089067	0.0	0.0	1.171989	0.0
ENSG00000203923	0.0	0.0	0.0	0.0	1.9698331	0.0	0.0	0.0	0.0	0.0
ENSG00000203930	3.2323225	0.0	0.0	0.0	0.0	1.0162653	0.0	0.0	0.0	0.0
ENSG00000203933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203943	5.2499743	3.725017	0.0	1.8049924	22.534676	3.681473	0.82186687	0.9003083	6.463477	4.53799
ENSG00000203950	62.26533	62.89672	217.08748	75.01048	50.19906	66.4922	164.73563	82.45309	56.462357	176.38086
ENSG00000203952	1.0634068	0.0	0.0	0.0	0.0	1.1030688	1.0533279	0.51417285	0.0	0.0
ENSG00000203963	3.903215	0.9676565	4.7674417	0.92473334	6.905046	5.7029786	4.491321	0.0	0.96526855	1.8927364
ENSG00000203965	62.408924	23.105066	50.95091	13.919609	63.060047	26.163622	23.775488	6.1429787	59.73016	13.435623
ENSG00000203970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203985	8.983217	5.0309057	1.9869843	3.9591925	12.100612	9.283616	7.7170687	5.0233684	6.1787105	5.1312904
ENSG00000203987	25.528952	9.229822	8.078516	17.442762	15.843271	19.019798	12.1273985	6.951581	14.024787	12.741938
ENSG00000203989	1.9002268	0.9986054	0.99275696	1.9541459	3.2791474	4.008097	1.0724593	0.0	0.0	0.0
ENSG00000203993	96.61102	63.25729	72.54388	61.76021	91.24486	87.770096	64.22507	74.05381	88.88759	94.72372
ENSG00000203995	10.298193	23.950119	5.244058	8.542971	10.945478	14.3352785	5.9315047	6.645586	10.318382	2.1032095
ENSG00000203999	19.827734	0.6767455	38.748863	14.996929	15.622922	2.6433413	50.452118	26.72893	0.6756574	38.172832
ENSG00000204001	10.643934	103.96919	0.0	4.3910613	0.0	8.85197	0.0	0.0	13.908813	0.0
ENSG00000204003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204010	0.0	1.0152276	0.9864616	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204011	0.0	0.0	0.0	0.0	0.9849164	0.0	0.0	0.0	0.0	0.0
ENSG00000204019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204020	153.9963	8.011295	139.38866	69.50847	54.621014	1.9761497	74.22762	50.715565	10.988834	131.17914
ENSG00000204021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204022	1.4430783	0.0	0.0	1.0650523	5.4810543	11.981932	0.0	0.4300327	0.4419919	5.492218
ENSG00000204025	2.8946798	0.0	0.48030725	0.0	0.0	0.0	0.0	0.0	0.0	1.5236149
ENSG00000204033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204044	0.0	2.2577295	0.0	1.1173557	0.0	1.994159	0.0	2.183593	12.884577	0.0
ENSG00000204049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204052	1.9807805	0.0	0.0	3.89723	0.0	0.9895793	0.0	0.0	0.0	0.96883994
ENSG00000204054	134.60164	250.75995	223.52094	498.11288	442.82996	408.18588	321.84842	1102.1372	315.26736	332.41937
ENSG00000204055	7.1057673	7.24963	6.812071	11.21835	5.455639	3.8516157	6.648995	4.4750905	6.0845714	11.301655
ENSG00000204060	1.2468946	0.0	6.0393496	1.1973152	1.2489154	0.0	1.3187972	0.0	0.0	5.996613
ENSG00000204065	0.0	0.0	0.0	0.0	0.0	1.0054088	0.0	0.0	1.0013779	0.0
ENSG00000204070	658.834	408.0071	472.03253	547.0983	830.2283	284.40042	388.3581	433.49124	313.21442	336.58337
ENSG00000204071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204084	1365.7181	552.86896	561.44446	481.04657	719.1472	345.73376	375.0402	315.20898	665.3261	404.11832
ENSG00000204086	0.0	1.9918692	3.9452024	0.9745445	0.9732262	0.0	0.0	0.9780753	0.0	0.9935258
ENSG00000204091	0.6732929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204099	0.45867422	33.938847	0.0	1.3996757	21.545794	54.009254	23.063889	37.911064	38.625603	0.0
ENSG00000204103	92.52881	357.53778	6431.6475	10827.588	84.044136	236.38774	6759.4043	5568.424	266.79538	6084.1
ENSG00000204104	38.35557	117.600685	71.20321	57.51859	46.895073	63.545666	71.527176	136.18163	100.84599	113.1576
ENSG00000204110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204116	95.30278	131.0516	26.528143	23.705492	116.2003	198.65324	54.618015	44.78473	146.88599	21.723303
ENSG00000204117	6.798696	8.659984	6.7518687	4.1777143	10.060787	7.8151207	1.6104194	5.760796	3.9865403	3.433996
ENSG00000204120	1621.1973	808.569	722.3602	786.90234	1361.1857	990.2823	813.74176	885.7175	815.3961	653.67303
ENSG00000204128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204130	239.81226	167.91554	160.02432	132.83005	222.70758	174.75122	226.18665	113.11791	234.3602	166.71027
ENSG00000204131	818.9825	123.10539	162.7751	270.91052	1459.9426	72.9367	202.81064	437.23264	129.43181	401.79395
ENSG00000204138	515.727	763.05743	773.0103	691.8319	511.2846	745.4904	690.1792	558.99646	664.8157	577.6443
ENSG00000204140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204147	61.089695	26.530752	19.689741	12.183567	73.86397	36.33369	20.671503	22.418291	27.148254	37.055428
ENSG00000204148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204149	217.62587	264.73386	229.07579	205.9505	340.07855	338.77393	289.34915	238.23535	303.28735	215.86584
ENSG00000204152	250.92749	410.25354	365.3151	233.92723	286.63675	456.9275	428.82462	307.6911	348.29785	244.74042
ENSG00000204160	1690.9559	1550.4279	3438.0432	965.94727	1429.4613	1379.1326	4852.1	1342.542	1124.6927	2274.9292
ENSG00000204161	10.854283	1036.0742	11.460697	41.89685	137.91064	539.0778	11.285247	17.50718	1118.5878	3.0378253
ENSG00000204165	118.26522	41.10469	17.717604	20.689814	99.75778	90.6609	16.967533	12.930184	79.48293	32.8098
ENSG00000204172	82.611626	116.939255	90.950554	104.83068	221.54897	374.35617	253.49193	198.21281	184.50162	134.15207
ENSG00000204174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9607692
ENSG00000204176	16.76392	148.38533	43.65353	61.19629	47.25266	126.7706	67.94089	49.498646	96.93458	33.57865
ENSG00000204178	707.90967	629.63025	525.48505	396.0552	767.5693	769.6555	785.58527	498.0298	427.58136	361.92758
ENSG00000204179	16.561829	5.332422	0.0	0.76628864	19.34301	13.708554	0.0	1.2536606	6.647536	0.0
ENSG00000204183	5.0280924	0.0	0.0	2.2794096	3.0747309	5.8783736	4.903912	0.0	1.3029518	0.0
ENSG00000204186	260.2759	84.01575	4.025625	6.9841	190.74046	216.5422	16.355371	4.0372043	84.81052	8.717345
ENSG00000204187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204193	1.5654812	0.79473203	0.0	0.0	0.78748447	0.0	0.0	0.0	0.0	0.0
ENSG00000204195	0.0	0.0	0.0	0.0	2.8688781	0.83878726	0.8351804	0.0	0.0	0.0
ENSG00000204209	394.8053	429.58713	451.06772	275.151	442.2672	435.59705	435.25732	310.23663	479.96225	419.05548
ENSG00000204217	177.36604	583.6038	441.8886	549.4993	192.42949	519.7589	467.15994	465.8416	501.48404	502.88034
ENSG00000204219	8.181759	82.13701	15.19933	3.3373165	22.815144	49.603596	9.976236	4.231296	200.80649	15.986345
ENSG00000204220	98.761925	129.56364	303.1773	129.33179	103.37839	124.51757	265.89096	138.485	184.52937	340.8346
ENSG00000204227	404.3178	311.68466	352.49487	342.5762	510.17764	310.55902	352.31268	388.57596	453.36356	357.38318
ENSG00000204228	17.200445	13.114545	38.77128	7.852617	40.541374	26.507326	56.12657	15.677288	40.558945	54.463337
ENSG00000204231	842.05066	489.09744	747.33453	497.17838	847.4542	637.0462	704.9694	601.5554	576.90717	641.8938
ENSG00000204237	138.97852	194.94418	261.85498	193.45801	192.56345	198.4174	282.26788	195.32234	243.79195	274.5911
ENSG00000204241	7.971938	3.9883075	4.67249	0.9487956	5.495402	5.7424183	0.8852323	0.0	6.661695	1.0922313
ENSG00000204246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204248	19.533457	12.08336	9.963426	9.19988	14.700625	22.536806	12.473294	9.594011	12.432388	5.00074
ENSG00000204250	0.0	0.0	0.0	0.0	0.98491657	0.0	0.0	0.0	0.0	0.0
ENSG00000204252	662.62195	2982.1824	92.44049	163.71822	1103.976	2406.6848	134.57248	101.89041	2803.7695	290.14
ENSG00000204256	7776.5376	9348.206	6425.916	8061.937	7316.2847	8008.3315	7569.318	8367.257	7863.4336	5712.0005
ENSG00000204257	2468.0188	12336.388	880.6788	4552.0786	3209.2751	11020.504	1265.2391	3667.1494	10877.467	2232.4692
ENSG00000204261	244.13994	207.84946	344.02115	228.6757	222.82684	179.38773	364.01178	268.2011	425.8615	510.55344
ENSG00000204262	9.600663	9.988913	1.4575539	0.7287993	140.5251	168.9684	80.05775	42.163147	19.846392	3.653744
ENSG00000204264	877.98083	851.1195	1837.0444	1158.471	1049.6012	882.7279	1870.0677	1303.8894	1348.8492	2098.1748
ENSG00000204267	1546.7189	2693.883	2679.0334	1603.1045	2593.13	2034.1926	2107.1204	1772.4216	2857.8289	3207.8218
ENSG00000204271	92.49906	156.55647	85.834946	90.01543	89.58713	231.47652	110.05019	95.49929	202.51918	97.81376
ENSG00000204272	164.06494	328.62378	115.1727	120.2887	146.59593	211.21602	110.2089	89.20087	299.4652	74.368095
ENSG00000204277	9.657262	3.0096827	0.0	0.0	6.040198	7.3003454	0.0	3.1725411	3.4220855	2.1976733
ENSG00000204278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204282	55.742123	190.73573	477.74792	105.91818	103.55173	271.0552	634.9335	133.67885	335.60846	478.24124
ENSG00000204283	20.613333	0.0	0.9964651	0.0	19.736797	0.0	0.0	0.0	0.0	0.0
ENSG00000204287	17170.998	151740.67	15072.823	38822.44	19072.908	96696.234	20366.64	26816.465	125751.16	31631.672
ENSG00000204290	7.731222	6.2694044	0.6964269	0.0	4.801715	24.434738	0.0	0.0	1.3836651	0.0
ENSG00000204291	0.0	4.91161	8.371183	0.36240372	4.110233	0.0	4.8303757	10.968664	9.485754	0.72220546
ENSG00000204296	5.71025	0.7645107	0.0	0.0	0.96563315	0.86177754	0.0	0.0	0.85844326	0.0
ENSG00000204300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204301	548.7645	28.753908	172.91777	53.132206	983.4627	66.344444	224.74446	62.554626	50.021755	215.1151
ENSG00000204304	3399.1672	2486.317	3203.7173	3034.6438	4128.1943	1999.093	2507.3115	3347.6929	2549.9639	3261.9001
ENSG00000204305	677.946	308.7146	328.14206	449.71716	953.4387	396.3878	407.2012	684.75165	340.1783	378.8914
ENSG00000204308	280.42197	256.47858	307.89417	275.5171	388.50443	188.90385	309.3848	195.35225	340.2718	345.50366
ENSG00000204310	254.13684	500.49478	361.80624	225.79211	360.2433	403.2428	395.5497	244.93994	594.827	465.26453
ENSG00000204311	25.620052	17.964605	7.186637	13.833111	50.49689	21.73563	7.0836816	10.385458	11.344787	5.304427
ENSG00000204314	5.608999	1.124778	0.0	1.121753	7.9655604	1.5547063	0.0	0.0	1.1501975	0.0
ENSG00000204315	8.71581	9.937338	18.757986	13.861621	21.516989	10.918939	28.992594	25.721077	15.803328	35.060043
ENSG00000204316	333.2436	393.6984	381.00327	283.6592	374.12982	443.43777	348.03836	250.01244	435.25287	339.02518
ENSG00000204323	158.96414	18.282206	7.530141	13.263693	213.21321	27.952738	19.638268	12.194223	32.25155	24.689514
ENSG00000204334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204344	374.1506	268.79672	235.95067	268.6149	305.44025	245.43788	351.91272	223.5679	253.62398	224.63626
ENSG00000204345	3.6271534	8.002168	12.933755	29.012941	3.521946	4.5168476	15.053195	26.774733	3.9759436	9.239803
ENSG00000204347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204348	463.1375	216.07765	179.69666	141.0926	389.64163	219.31136	120.96706	142.65439	271.59763	188.53807
ENSG00000204351	1794.6287	548.4928	825.23474	517.93945	1049.1432	463.24557	421.99588	725.9791	454.70456	684.267
ENSG00000204352	0.0	0.0	0.0	0.47000954	0.0	0.0	0.8225707	0.0	0.0	0.0
ENSG00000204356	386.8305	320.47467	787.32556	449.41013	302.06702	316.50632	615.0303	819.3355	418.81866	622.146
ENSG00000204361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204362	0.0	0.0	0.0	0.0	0.9849034	0.0	0.0	0.0	0.0	0.0
ENSG00000204363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204366	17.720669	5.8861804	9.850467	9.268864	25.783447	17.843857	8.554609	4.1866393	19.744627	4.147901
ENSG00000204370	451.47617	671.23645	695.27924	658.4374	390.92407	584.907	841.22565	650.7144	777.07263	816.02325
ENSG00000204371	712.1601	497.46982	800.8579	360.73154	784.6717	566.2184	797.3277	332.6877	612.58154	606.85297
ENSG00000204379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204380	0.53572303	1.0503507	7.203529	0.509415	24.582602	0.57614166	0.0	8.172788	0.0	7.0465736
ENSG00000204381	2.4157429	178.34267	11.469343	2.484303	3.2988985	84.50885	18.133066	3.3105562	71.66402	9.98214
ENSG00000204382	0.0	0.0	1.0285311	0.0	1.0318379	0.0	0.0	0.0	0.0	0.0
ENSG00000204385	35.94798	1.2731917	2.1435692	0.0	18.556038	8.392138	0.0	0.0	0.6394125	0.6648262
ENSG00000204386	206.22542	262.16513	388.02603	434.628	151.26836	214.14912	335.88306	507.5931	315.36298	319.01724
ENSG00000204387	999.2793	2572.5032	1652.9119	1420.8711	910.02704	1703.0157	1284.5432	1298.103	1970.3972	1127.1957
ENSG00000204388	66.216995	216.0789	155.70491	147.03697	80.03862	288.10458	362.02292	338.21033	189.31543	182.3797
ENSG00000204389	171.99165	157.29883	529.3554	347.17038	183.27695	104.32166	606.5837	512.76984	145.83475	342.2119
ENSG00000204390	37.70967	11.008894	32.72636	12.929061	25.547459	4.985242	37.913593	13.885279	9.930009	22.92632
ENSG00000204392	75.179306	162.24971	73.56792	71.95869	62.621674	171.51329	148.20427	108.61766	197.33171	111.528435
ENSG00000204393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204394	487.52914	1572.308	600.34247	597.2969	541.49426	1256.8191	622.58264	591.5569	1193.2797	628.6554
ENSG00000204396	231.00572	9.877176	1.6936296	4.1347437	138.81543	15.126381	13.532617	18.915785	19.615559	25.504822
ENSG00000204397	211.66653	520.5073	713.6	754.349	150.28044	424.15952	898.38104	866.8679	697.48157	1049.3378
ENSG00000204398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204406	346.42227	350.00998	281.66705	253.25798	365.35452	399.47012	111.60207	232.5509	222.65584	383.42584
ENSG00000204410	169.43434	243.28516	257.65042	146.27794	276.084	353.60202	268.83456	149.12445	324.07062	279.30637
ENSG00000204414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204420	118.20988	60.186165	6.285595	49.327633	98.88719	34.70317	10.161469	44.21232	50.569668	12.203532
ENSG00000204421	2.985036	3.7903457	0.0	6.8243403	3.9725883	2.0701299	1.0247403	1.0291185	11.544999	1.033128
ENSG00000204422	4.4761915	0.0	0.0	4.7684703	0.0	0.0	5.726904	13.753223	0.0	0.0
